Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.1	0.00015
0.04	0.1	0.00015
0.05	0.1	0.00015
0.08	0.1	0.0001125
0.1	0.1	0.0001125
0.12	0.1	0.0001125
0.15	0.1	0.0001125
0.16	0.1	0.0001125
0.2	0.1	0.0001125
0.24	0.1	0.0001125
0.25	0.1	7.5e-05
0.28	0.1	7.5e-05
0.3	0.1	7.5e-05
0.32	0.1	1.3553e-20
0.35	0.1	-7.5e-05
0.36	0.1	-0.0003375
0.4	0.1	-0.00045
0.44	0.1	-0.000525
0.45	0.1	-0.000675
0.48	0.1	-0.0009375
0.5	0.1	-0.001
0.52	0.1	-0.001
0.55	0.1	-0.001
0.56	0.1	-0.001
0.6	0.1	-0.0011
0.64	0.1	-0.0014
0.65	0.1	-0.0016
0.68	0.1	-0.0016
0.7	0.1	-0.0016
0.72	0.1	-0.0016
0.75	0.1	-0.0016
0.76	0.1	-0.0017
0.8	0.1	-0.0017
0.84	0.1	-0.0018
0.85	0.1	-0.0018
0.88	0.1	-0.002
0.9	0.1	-0.0021
0.92	0.1	-0.0022
0.95	0.1	-0.0023
0.96	0.1	-0.0024
1.0	0.1	-0.0027
1.04	0.1	-0.0029
1.05	0.1	-0.0032
1.08	0.1	-0.0033
1.1	0.1	-0.0035
1.12	0.1	-0.0035
1.15	0.1	-0.0036
1.16	0.1	-0.0036
1.2	0.1	-0.0036
1.24	0.1	-0.0036
1.25	0.1	-0.0036
1.28	0.1	-0.0033
1.3	0.1	-0.003
1.32	0.1	-0.003
1.35	0.1	-0.003
1.36	0.1	-0.003
1.4	0.1	-0.003
1.44	0.1	-0.003
1.45	0.1	-0.003
1.48	0.1	-0.003
1.5	0.1	-0.003
1.52	0.1	-0.003
1.55	0.1	-0.003
1.56	0.1	-0.003
1.6	0.1	-0.003
1.64	0.1	-0.003
1.65	0.1	-0.0032
1.68	0.1	-0.0032
1.7	0.1	-0.0032
1.72	0.1	-0.0033
1.75	0.1	-0.0033
1.76	0.1	-0.0034
1.8	0.1	-0.0034
1.84	0.1	-0.0035
1.85	0.1	-0.0036
1.88	0.1	-0.0038
1.9	0.1	-0.0039
1.92	0.1	-0.0039
1.95	0.1	-0.004
1.96	0.1	-0.0041
2.0	0.1	-0.0044
2.04	0.0	-0.0045
2.05	0.0	-0.0047
2.08	0.1	-0.0048
2.1	0.0	-0.005
2.12	0.0	-0.0053
2.15	0.0	-0.0056
2.16	0.1	-0.0057
2.2	0.1	-0.0059
2.24	0.1	-0.006
2.25	0.1	-0.0061
2.28	0.1	-0.0061
2.3	0.1	-0.0061
2.32	0.1	-0.0061
2.35	0.1	-0.0061
2.36	0.1	-0.0059
2.4	0.1	-0.0057
2.44	0.1	-0.0057
2.45	0.1	-0.0057
2.48	0.1	-0.0057
2.5	0.1	-0.0057
2.52	0.1	-0.0057
2.55	0.1	-0.0057
2.56	0.1	-0.0057
2.6	0.1	-0.0057
2.64	0.1	-0.0057
2.65	0.1	-0.0057
2.68	0.1	-0.0057
2.7	0.1	-0.0057
2.72	0.1	-0.0057
2.75	0.1	-0.0057
2.76	0.1	-0.0057
2.8	0.1	-0.0058
2.84	0.1	-0.0059
2.85	0.1	-0.0059
2.88	0.1	-0.0059
2.9	0.1	-0.0059
2.92	0.0	-0.0059
2.95	0.1	-0.0059
2.96	0.0	-0.0059
3.0	0.0	-0.0059
3.04	0.0	-0.0059
3.05	0.1	-0.0059
3.08	0.1	-0.006
3.1	0.1	-0.0061
3.12	0.1	-0.0062
3.15	0.1	-0.0063
3.16	0.1	-0.0065
3.2	0.1	-0.0065
3.24	0.0	-0.0066
3.25	0.0	-0.0066
3.28	0.0	-0.0067
3.3	0.0	-0.0068
3.32	0.0	-0.0069
3.35	0.0	-0.0069
3.36	0.0	-0.0069
3.4	0.0	-0.0069
3.44	0.0	-0.0069
3.45	0.0	-0.007
3.48	0.0	-0.0071
3.5	0.0	-0.0072
3.52	0.0	-0.0074
3.55	0.0	-0.0075
3.56	0.0	-0.0075
3.6	0.0	-0.0075
3.64	0.0	-0.0075
3.65	0.0	-0.0075
3.68	0.0	-0.0075
3.7	0.0	-0.0075
3.72	0.0	-0.0075
3.75	0.0	-0.0075
3.76	0.0	-0.0075
3.8	0.0	-0.0075
3.84	0.0	-0.0075
3.85	0.0	-0.0075
3.88	0.0	-0.0075
3.9	0.0	-0.0075
3.92	0.0	-0.0075
3.95	0.0	-0.0075
3.96	0.0	-0.0075
4.0	0.0	-0.0075
4.04	0.0	-0.0078
4.05	0.0	-0.0085
4.08	0.0	-0.0088
4.1	0.0	-0.009
4.12	0.0	-0.0092
4.15	0.0	-0.0094
4.16	0.0	-0.0095
4.2	0.0	-0.0095
4.24	0.0	-0.0095
4.25	0.0	-0.0095
4.28	0.0	-0.0095
4.3	0.0	-0.0095
4.32	0.0	-0.0095
4.35	0.1	-0.0095
4.36	0.0	-0.0095
4.4	0.0	-0.0093
4.44	0.1	-0.0093
4.45	0.1	-0.0093
4.48	0.1	-0.0093
4.5	0.1	-0.0093
4.52	0.0	-0.0093
4.55	0.1	-0.0093
4.56	0.0	-0.0093
4.6	0.0	-0.0093
4.64	0.0	-0.0093
4.65	0.0	-0.0093
4.68	0.0	-0.0093
4.7	0.1	-0.0093
4.72	0.1	-0.0093
4.75	0.1	-0.0093
4.76	0.1	-0.0093
4.8	0.1	-0.0093
4.84	0.1	-0.0094
4.85	0.0	-0.0095
4.88	0.1	-0.0095
4.9	0.0	-0.0096
4.92	0.1	-0.0097
4.95	0.1	-0.0097
4.96	0.0	-0.0097
5.0	0.1	-0.0097
5.04	0.1	-0.0098
5.05	0.0	-0.0098
5.08	0.1	-0.0099
5.1	0.0	-0.01
5.12	0.0	-0.01
5.15	0.0	-0.0101
5.16	0.0	-0.0101
5.2	0.0	-0.0101
5.24	0.1	-0.0102
5.25	0.1	-0.0104
5.28	0.1	-0.0106
5.3	0.1	-0.0108
5.32	0.0	-0.0108
5.35	0.0	-0.0109
5.36	0.0	-0.011
5.4	0.0	-0.0111
5.44	0.0	-0.0111
5.45	0.0	-0.0112
5.48	0.0	-0.0113
5.5	0.0	-0.0114
5.52	0.0	-0.0115
5.55	0.0	-0.0116
5.56	0.0	-0.0116
5.6	0.0	-0.0116
5.64	0.0	-0.0116
5.65	0.0	-0.0116
5.68	0.0	-0.0116
5.7	0.0	-0.0116
5.72	0.0	-0.0116
5.75	0.0	-0.0114
5.76	0.0	-0.0113
5.8	0.0	-0.0113
5.84	0.0	-0.0113
5.85	0.0	-0.0113
5.88	0.1	-0.0113
5.9	0.1	-0.0113
5.92	0.1	-0.0113
5.95	0.1	-0.0113
5.96	0.1	-0.0113
6.0	0.1	-0.0113
6.04	0.1	-0.0114
6.05	0.1	-0.0114
6.08	0.1	-0.0114
6.1	0.1	-0.0114
6.12	0.1	-0.0114
6.15	0.1	-0.0114
6.16	0.1	-0.0115
6.2	0.1	-0.0115
6.24	0.1	-0.0116
6.25	0.1	-0.0117
6.28	0.1	-0.0119
6.3	0.1	-0.012
6.32	0.1	-0.0121
6.35	0.1	-0.0121
6.36	0.1	-0.0121
6.4	0.1	-0.0121
6.44	0.1	-0.0121
6.45	0.1	-0.0123
6.48	0.1	-0.0125
6.5	0.1	-0.0127
6.52	0.1	-0.0127
6.55	0.1	-0.0127
6.56	0.1	-0.0127
6.6	0.1	-0.0127
6.64	0.1	-0.0127
6.65	0.1	-0.0127
6.68	0.1	-0.0127
6.7	0.1	-0.0127
6.72	0.1	-0.0127
6.75	0.1	-0.0127
6.76	0.1	-0.0127
6.8	0.1	-0.0127
6.84	0.1	-0.0127
6.85	0.1	-0.0127
6.88	0.1	-0.0127
6.9	0.1	-0.0127
6.92	0.1	-0.0127
6.95	0.1	-0.0127
6.96	0.1	-0.0127
7.0	0.1	-0.0127
7.04	0.1	-0.0127
7.05	0.1	-0.0127
7.08	0.1	-0.0127
7.1	0.1	-0.0127
7.12	0.1	-0.0127
7.15	0.1	-0.0127
7.16	0.1	-0.0127
7.2	0.1	-0.0127
7.24	0.1	-0.0128
7.25	0.1	-0.0128
7.28	0.1	-0.0129
7.3	0.1	-0.0129
7.32	0.1	-0.013
7.35	0.1	-0.0131
7.36	0.1	-0.0131
7.4	0.1	-0.0132
7.44	0.1	-0.0134
7.45	0.1	-0.0134
7.48	0.1	-0.0135
7.5	0.1	-0.0135
7.52	0.1	-0.0135
7.55	0.1	-0.0135
7.56	0.1	-0.0135
7.6	0.1	-0.0135
7.64	0.1	-0.0135
7.65	0.1	-0.0135
7.68	0.1	-0.0135
7.7	0.1	-0.0135
7.72	0.1	-0.0134
7.75	0.1	-0.0134
7.76	0.1	-0.0134
7.8	0.1	-0.0134
7.84	0.1	-0.0134
7.85	0.1	-0.0134
7.88	0.1	-0.0134
7.9	0.1	-0.0134
7.92	0.1	-0.0134
7.95	0.1	-0.0134
7.96	0.1	-0.0135
8.0	0.1	-0.0135
8.04	0.1	-0.0136
8.05	0.1	-0.0137
8.08	0.1	-0.014
8.1	0.1	-0.0141
8.12	0.1	-0.0142
8.15	0.1	-0.0142
8.16	0.1	-0.0142
8.2	0.1	-0.0142
8.24	0.1	-0.0142
8.25	0.1	-0.0142
8.28	0.1	-0.0142
8.3	0.1	-0.0142
8.32	0.1	-0.0142
8.35	0.1	-0.0142
8.36	0.1	-0.0142
8.4	0.1	-0.0142
